id,name,provider,model,temperature,user_prompt,followup_prompts,repetitions,timeout_seconds,network,tags,enabled
exp_openai_gpt54_privacysimple_pct80_t03,Phase 1 - OpenAI GPT-5.4 - privacy-simple - 80% - T0.3,openai,gpt-5.4,0.3,Fes-me una PSBT que envii aproximadament el 80% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-80|temp-0.3|openai|gpt54|frontier,true
exp_openai_gpt54_basic_pct80_t10,Phase 1 - OpenAI GPT-5.4 - basic - 80% - T1.0,openai,gpt-5.4,1.0,Fes-me una PSBT que envii aproximadament el 80% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-80|temp-1.0|openai|gpt54|frontier,true
exp_openai_gpt54_privacysimple_pct80_t10,Phase 1 - OpenAI GPT-5.4 - privacy-simple - 80% - T1.0,openai,gpt-5.4,1.0,Fes-me una PSBT que envii aproximadament el 80% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-80|temp-1.0|openai|gpt54|frontier,true
exp_openai_gpt54_basic_pct95_t03,Phase 1 - OpenAI GPT-5.4 - basic - 95% - T0.3,openai,gpt-5.4,0.3,Fes-me una PSBT que envii aproximadament el 95% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-95|temp-0.3|openai|gpt54|frontier,true
exp_openai_gpt54_privacysimple_pct95_t03,Phase 1 - OpenAI GPT-5.4 - privacy-simple - 95% - T0.3,openai,gpt-5.4,0.3,Fes-me una PSBT que envii aproximadament el 95% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-95|temp-0.3|openai|gpt54|frontier,true
exp_openai_gpt54_basic_pct95_t10,Phase 1 - OpenAI GPT-5.4 - basic - 95% - T1.0,openai,gpt-5.4,1.0,Fes-me una PSBT que envii aproximadament el 95% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-95|temp-1.0|openai|gpt54|frontier,true
exp_openai_gpt54_privacysimple_pct95_t10,Phase 1 - OpenAI GPT-5.4 - privacy-simple - 95% - T1.0,openai,gpt-5.4,1.0,Fes-me una PSBT que envii aproximadament el 95% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-95|temp-1.0|openai|gpt54|frontier,true
exp_openai_gpt54pro_basic_pct10_t03,Phase 1 - OpenAI GPT-5.4 Pro - basic - 10% - T0.3,openai,gpt-5.4-pro,0.3,Fes-me una PSBT que envii aproximadament el 10% del saldo actual del wallet a una de les meves adreces,,1,600,mainnet,phase-1|prompt-basic|amt-pct-10|temp-0.3|openai|gpt54pro|frontier,false
exp_openai_gpt54pro_privacysimple_pct10_t03,Phase 1 - OpenAI GPT-5.4 Pro - privacy-simple - 10% - T0.3,openai,gpt-5.4-pro,0.3,Fes-me una PSBT que envii aproximadament el 10% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,600,mainnet,phase-1|prompt-privacy-simple|amt-pct-10|temp-0.3|openai|gpt54pro|frontier,false
exp_openai_gpt54pro_basic_pct10_t10,Phase 1 - OpenAI GPT-5.4 Pro - basic - 10% - T1.0,openai,gpt-5.4-pro,1.0,Fes-me una PSBT que envii aproximadament el 10% del saldo actual del wallet a una de les meves adreces,,1,600,mainnet,phase-1|prompt-basic|amt-pct-10|temp-1.0|openai|gpt54pro|frontier,false
exp_openai_gpt54pro_privacysimple_pct10_t10,Phase 1 - OpenAI GPT-5.4 Pro - privacy-simple - 10% - T1.0,openai,gpt-5.4-pro,1.0,Fes-me una PSBT que envii aproximadament el 10% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,600,mainnet,phase-1|prompt-privacy-simple|amt-pct-10|temp-1.0|openai|gpt54pro|frontier,false
exp_openai_gpt54pro_basic_pct30_t03,Phase 1 - OpenAI GPT-5.4 Pro - basic - 30% - T0.3,openai,gpt-5.4-pro,0.3,Fes-me una PSBT que envii aproximadament el 30% del saldo actual del wallet a una de les meves adreces,,1,600,mainnet,phase-1|prompt-basic|amt-pct-30|temp-0.3|openai|gpt54pro|frontier,false
exp_openai_gpt54pro_privacysimple_pct30_t03,Phase 1 - OpenAI GPT-5.4 Pro - privacy-simple - 30% - T0.3,openai,gpt-5.4-pro,0.3,Fes-me una PSBT que envii aproximadament el 30% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,600,mainnet,phase-1|prompt-privacy-simple|amt-pct-30|temp-0.3|openai|gpt54pro|frontier,false
exp_openai_gpt54pro_basic_pct30_t10,Phase 1 - OpenAI GPT-5.4 Pro - basic - 30% - T1.0,openai,gpt-5.4-pro,1.0,Fes-me una PSBT que envii aproximadament el 30% del saldo actual del wallet a una de les meves adreces,,1,600,mainnet,phase-1|prompt-basic|amt-pct-30|temp-1.0|openai|gpt54pro|frontier,false
exp_openai_gpt54pro_privacysimple_pct30_t10,Phase 1 - OpenAI GPT-5.4 Pro - privacy-simple - 30% - T1.0,openai,gpt-5.4-pro,1.0,Fes-me una PSBT que envii aproximadament el 30% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,600,mainnet,phase-1|prompt-privacy-simple|amt-pct-30|temp-1.0|openai|gpt54pro|frontier,false
exp_openai_gpt54pro_basic_pct50_t03,Phase 1 - OpenAI GPT-5.4 Pro - basic - 50% - T0.3,openai,gpt-5.4-pro,0.3,Fes-me una PSBT que envii aproximadament el 50% del saldo actual del wallet a una de les meves adreces,,1,600,mainnet,phase-1|prompt-basic|amt-pct-50|temp-0.3|openai|gpt54pro|frontier,false
exp_openai_gpt54pro_privacysimple_pct50_t03,Phase 1 - OpenAI GPT-5.4 Pro - privacy-simple - 50% - T0.3,openai,gpt-5.4-pro,0.3,Fes-me una PSBT que envii aproximadament el 50% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,600,mainnet,phase-1|prompt-privacy-simple|amt-pct-50|temp-0.3|openai|gpt54pro|frontier,false
exp_openai_gpt54pro_basic_pct50_t10,Phase 1 - OpenAI GPT-5.4 Pro - basic - 50% - T1.0,openai,gpt-5.4-pro,1.0,Fes-me una PSBT que envii aproximadament el 50% del saldo actual del wallet a una de les meves adreces,,1,600,mainnet,phase-1|prompt-basic|amt-pct-50|temp-1.0|openai|gpt54pro|frontier,false
exp_openai_gpt54pro_privacysimple_pct50_t10,Phase 1 - OpenAI GPT-5.4 Pro - privacy-simple - 50% - T1.0,openai,gpt-5.4-pro,1.0,Fes-me una PSBT que envii aproximadament el 50% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,600,mainnet,phase-1|prompt-privacy-simple|amt-pct-50|temp-1.0|openai|gpt54pro|frontier,false
exp_openai_gpt54pro_basic_pct80_t03,Phase 1 - OpenAI GPT-5.4 Pro - basic - 80% - T0.3,openai,gpt-5.4-pro,0.3,Fes-me una PSBT que envii aproximadament el 80% del saldo actual del wallet a una de les meves adreces,,1,600,mainnet,phase-1|prompt-basic|amt-pct-80|temp-0.3|openai|gpt54pro|frontier,false
exp_openai_gpt54pro_privacysimple_pct80_t03,Phase 1 - OpenAI GPT-5.4 Pro - privacy-simple - 80% - T0.3,openai,gpt-5.4-pro,0.3,Fes-me una PSBT que envii aproximadament el 80% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,600,mainnet,phase-1|prompt-privacy-simple|amt-pct-80|temp-0.3|openai|gpt54pro|frontier,false
exp_openai_gpt54pro_basic_pct80_t10,Phase 1 - OpenAI GPT-5.4 Pro - basic - 80% - T1.0,openai,gpt-5.4-pro,1.0,Fes-me una PSBT que envii aproximadament el 80% del saldo actual del wallet a una de les meves adreces,,1,600,mainnet,phase-1|prompt-basic|amt-pct-80|temp-1.0|openai|gpt54pro|frontier,false
exp_openai_gpt54pro_privacysimple_pct80_t10,Phase 1 - OpenAI GPT-5.4 Pro - privacy-simple - 80% - T1.0,openai,gpt-5.4-pro,1.0,Fes-me una PSBT que envii aproximadament el 80% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,600,mainnet,phase-1|prompt-privacy-simple|amt-pct-80|temp-1.0|openai|gpt54pro|frontier,false
exp_openai_gpt54pro_basic_pct95_t03,Phase 1 - OpenAI GPT-5.4 Pro - basic - 95% - T0.3,openai,gpt-5.4-pro,0.3,Fes-me una PSBT que envii aproximadament el 95% del saldo actual del wallet a una de les meves adreces,,1,600,mainnet,phase-1|prompt-basic|amt-pct-95|temp-0.3|openai|gpt54pro|frontier,false
exp_openai_gpt54pro_privacysimple_pct95_t03,Phase 1 - OpenAI GPT-5.4 Pro - privacy-simple - 95% - T0.3,openai,gpt-5.4-pro,0.3,Fes-me una PSBT que envii aproximadament el 95% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,600,mainnet,phase-1|prompt-privacy-simple|amt-pct-95|temp-0.3|openai|gpt54pro|frontier,false
exp_openai_gpt54pro_basic_pct95_t10,Phase 1 - OpenAI GPT-5.4 Pro - basic - 95% - T1.0,openai,gpt-5.4-pro,1.0,Fes-me una PSBT que envii aproximadament el 95% del saldo actual del wallet a una de les meves adreces,,1,600,mainnet,phase-1|prompt-basic|amt-pct-95|temp-1.0|openai|gpt54pro|frontier,false
exp_openai_gpt54pro_privacysimple_pct95_t10,Phase 1 - OpenAI GPT-5.4 Pro - privacy-simple - 95% - T1.0,openai,gpt-5.4-pro,1.0,Fes-me una PSBT que envii aproximadament el 95% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,600,mainnet,phase-1|prompt-privacy-simple|amt-pct-95|temp-1.0|openai|gpt54pro|frontier,false
exp_anthropic_opus47_basic_pct10_t03,Phase 1 - Claude Opus 4.7 - basic - 10% - T0.3,anthropic,claude-opus-4-7,0.3,Fes-me una PSBT que envii aproximadament el 10% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-10|temp-0.3|anthropic|opus47|frontier,false
exp_anthropic_opus47_privacysimple_pct10_t03,Phase 1 - Claude Opus 4.7 - privacy-simple - 10% - T0.3,anthropic,claude-opus-4-7,0.3,Fes-me una PSBT que envii aproximadament el 10% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-10|temp-0.3|anthropic|opus47|frontier,false
exp_anthropic_opus47_basic_pct10_t10,Phase 1 - Claude Opus 4.7 - basic - 10% - T1.0,anthropic,claude-opus-4-7,1.0,Fes-me una PSBT que envii aproximadament el 10% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-10|temp-1.0|anthropic|opus47|frontier,false
exp_anthropic_opus47_privacysimple_pct10_t10,Phase 1 - Claude Opus 4.7 - privacy-simple - 10% - T1.0,anthropic,claude-opus-4-7,1.0,Fes-me una PSBT que envii aproximadament el 10% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-10|temp-1.0|anthropic|opus47|frontier,false
exp_anthropic_opus47_basic_pct30_t03,Phase 1 - Claude Opus 4.7 - basic - 30% - T0.3,anthropic,claude-opus-4-7,0.3,Fes-me una PSBT que envii aproximadament el 30% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-30|temp-0.3|anthropic|opus47|frontier,false
exp_anthropic_opus47_privacysimple_pct30_t03,Phase 1 - Claude Opus 4.7 - privacy-simple - 30% - T0.3,anthropic,claude-opus-4-7,0.3,Fes-me una PSBT que envii aproximadament el 30% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-30|temp-0.3|anthropic|opus47|frontier,false
exp_anthropic_opus47_basic_pct30_t10,Phase 1 - Claude Opus 4.7 - basic - 30% - T1.0,anthropic,claude-opus-4-7,1.0,Fes-me una PSBT que envii aproximadament el 30% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-30|temp-1.0|anthropic|opus47|frontier,false
exp_anthropic_opus47_privacysimple_pct30_t10,Phase 1 - Claude Opus 4.7 - privacy-simple - 30% - T1.0,anthropic,claude-opus-4-7,1.0,Fes-me una PSBT que envii aproximadament el 30% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-30|temp-1.0|anthropic|opus47|frontier,false
exp_anthropic_opus47_basic_pct50_t03,Phase 1 - Claude Opus 4.7 - basic - 50% - T0.3,anthropic,claude-opus-4-7,0.3,Fes-me una PSBT que envii aproximadament el 50% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-50|temp-0.3|anthropic|opus47|frontier,false
exp_anthropic_opus47_privacysimple_pct50_t03,Phase 1 - Claude Opus 4.7 - privacy-simple - 50% - T0.3,anthropic,claude-opus-4-7,0.3,Fes-me una PSBT que envii aproximadament el 50% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-50|temp-0.3|anthropic|opus47|frontier,false
exp_anthropic_opus47_basic_pct50_t10,Phase 1 - Claude Opus 4.7 - basic - 50% - T1.0,anthropic,claude-opus-4-7,1.0,Fes-me una PSBT que envii aproximadament el 50% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-50|temp-1.0|anthropic|opus47|frontier,false
exp_anthropic_opus47_privacysimple_pct50_t10,Phase 1 - Claude Opus 4.7 - privacy-simple - 50% - T1.0,anthropic,claude-opus-4-7,1.0,Fes-me una PSBT que envii aproximadament el 50% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-50|temp-1.0|anthropic|opus47|frontier,false
exp_anthropic_opus47_basic_pct80_t03,Phase 1 - Claude Opus 4.7 - basic - 80% - T0.3,anthropic,claude-opus-4-7,0.3,Fes-me una PSBT que envii aproximadament el 80% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-80|temp-0.3|anthropic|opus47|frontier,false
exp_anthropic_opus47_privacysimple_pct80_t03,Phase 1 - Claude Opus 4.7 - privacy-simple - 80% - T0.3,anthropic,claude-opus-4-7,0.3,Fes-me una PSBT que envii aproximadament el 80% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-80|temp-0.3|anthropic|opus47|frontier,false
exp_anthropic_opus47_basic_pct80_t10,Phase 1 - Claude Opus 4.7 - basic - 80% - T1.0,anthropic,claude-opus-4-7,1.0,Fes-me una PSBT que envii aproximadament el 80% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-80|temp-1.0|anthropic|opus47|frontier,false
exp_anthropic_opus47_privacysimple_pct80_t10,Phase 1 - Claude Opus 4.7 - privacy-simple - 80% - T1.0,anthropic,claude-opus-4-7,1.0,Fes-me una PSBT que envii aproximadament el 80% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-80|temp-1.0|anthropic|opus47|frontier,false
exp_anthropic_opus47_basic_pct95_t03,Phase 1 - Claude Opus 4.7 - basic - 95% - T0.3,anthropic,claude-opus-4-7,0.3,Fes-me una PSBT que envii aproximadament el 95% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-95|temp-0.3|anthropic|opus47|frontier,false
exp_anthropic_opus47_privacysimple_pct95_t03,Phase 1 - Claude Opus 4.7 - privacy-simple - 95% - T0.3,anthropic,claude-opus-4-7,0.3,Fes-me una PSBT que envii aproximadament el 95% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-95|temp-0.3|anthropic|opus47|frontier,false
exp_anthropic_opus47_basic_pct95_t10,Phase 1 - Claude Opus 4.7 - basic - 95% - T1.0,anthropic,claude-opus-4-7,1.0,Fes-me una PSBT que envii aproximadament el 95% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-95|temp-1.0|anthropic|opus47|frontier,false
exp_anthropic_opus47_privacysimple_pct95_t10,Phase 1 - Claude Opus 4.7 - privacy-simple - 95% - T1.0,anthropic,claude-opus-4-7,1.0,Fes-me una PSBT que envii aproximadament el 95% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-95|temp-1.0|anthropic|opus47|frontier,false
exp_anthropic_sonnet46_basic_pct10_t03,Phase 1 - Claude Sonnet 4.6 - basic - 10% - T0.3,anthropic,claude-sonnet-4-6,0.3,Fes-me una PSBT que envii aproximadament el 10% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-10|temp-0.3|anthropic|sonnet46|frontier,true
exp_anthropic_sonnet46_privacysimple_pct10_t03,Phase 1 - Claude Sonnet 4.6 - privacy-simple - 10% - T0.3,anthropic,claude-sonnet-4-6,0.3,Fes-me una PSBT que envii aproximadament el 10% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-10|temp-0.3|anthropic|sonnet46|frontier,true
exp_anthropic_sonnet46_basic_pct10_t10,Phase 1 - Claude Sonnet 4.6 - basic - 10% - T1.0,anthropic,claude-sonnet-4-6,1.0,Fes-me una PSBT que envii aproximadament el 10% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-10|temp-1.0|anthropic|sonnet46|frontier,true
exp_anthropic_sonnet46_privacysimple_pct10_t10,Phase 1 - Claude Sonnet 4.6 - privacy-simple - 10% - T1.0,anthropic,claude-sonnet-4-6,1.0,Fes-me una PSBT que envii aproximadament el 10% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-10|temp-1.0|anthropic|sonnet46|frontier,true
exp_anthropic_sonnet46_basic_pct30_t03,Phase 1 - Claude Sonnet 4.6 - basic - 30% - T0.3,anthropic,claude-sonnet-4-6,0.3,Fes-me una PSBT que envii aproximadament el 30% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-30|temp-0.3|anthropic|sonnet46|frontier,true
exp_anthropic_sonnet46_privacysimple_pct30_t03,Phase 1 - Claude Sonnet 4.6 - privacy-simple - 30% - T0.3,anthropic,claude-sonnet-4-6,0.3,Fes-me una PSBT que envii aproximadament el 30% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-30|temp-0.3|anthropic|sonnet46|frontier,true
exp_anthropic_sonnet46_basic_pct30_t10,Phase 1 - Claude Sonnet 4.6 - basic - 30% - T1.0,anthropic,claude-sonnet-4-6,1.0,Fes-me una PSBT que envii aproximadament el 30% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-30|temp-1.0|anthropic|sonnet46|frontier,true
exp_anthropic_sonnet46_privacysimple_pct30_t10,Phase 1 - Claude Sonnet 4.6 - privacy-simple - 30% - T1.0,anthropic,claude-sonnet-4-6,1.0,Fes-me una PSBT que envii aproximadament el 30% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-30|temp-1.0|anthropic|sonnet46|frontier,true
exp_anthropic_sonnet46_basic_pct50_t03,Phase 1 - Claude Sonnet 4.6 - basic - 50% - T0.3,anthropic,claude-sonnet-4-6,0.3,Fes-me una PSBT que envii aproximadament el 50% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-50|temp-0.3|anthropic|sonnet46|frontier,true
exp_anthropic_sonnet46_privacysimple_pct50_t03,Phase 1 - Claude Sonnet 4.6 - privacy-simple - 50% - T0.3,anthropic,claude-sonnet-4-6,0.3,Fes-me una PSBT que envii aproximadament el 50% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-50|temp-0.3|anthropic|sonnet46|frontier,true
exp_anthropic_sonnet46_basic_pct50_t10,Phase 1 - Claude Sonnet 4.6 - basic - 50% - T1.0,anthropic,claude-sonnet-4-6,1.0,Fes-me una PSBT que envii aproximadament el 50% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-50|temp-1.0|anthropic|sonnet46|frontier,true
exp_anthropic_sonnet46_privacysimple_pct50_t10,Phase 1 - Claude Sonnet 4.6 - privacy-simple - 50% - T1.0,anthropic,claude-sonnet-4-6,1.0,Fes-me una PSBT que envii aproximadament el 50% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-50|temp-1.0|anthropic|sonnet46|frontier,true
exp_anthropic_sonnet46_basic_pct80_t03,Phase 1 - Claude Sonnet 4.6 - basic - 80% - T0.3,anthropic,claude-sonnet-4-6,0.3,Fes-me una PSBT que envii aproximadament el 80% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-80|temp-0.3|anthropic|sonnet46|frontier,true
exp_anthropic_sonnet46_privacysimple_pct80_t03,Phase 1 - Claude Sonnet 4.6 - privacy-simple - 80% - T0.3,anthropic,claude-sonnet-4-6,0.3,Fes-me una PSBT que envii aproximadament el 80% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-80|temp-0.3|anthropic|sonnet46|frontier,true
exp_anthropic_sonnet46_basic_pct80_t10,Phase 1 - Claude Sonnet 4.6 - basic - 80% - T1.0,anthropic,claude-sonnet-4-6,1.0,Fes-me una PSBT que envii aproximadament el 80% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-80|temp-1.0|anthropic|sonnet46|frontier,true
exp_anthropic_sonnet46_privacysimple_pct80_t10,Phase 1 - Claude Sonnet 4.6 - privacy-simple - 80% - T1.0,anthropic,claude-sonnet-4-6,1.0,Fes-me una PSBT que envii aproximadament el 80% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-80|temp-1.0|anthropic|sonnet46|frontier,true
exp_anthropic_sonnet46_basic_pct95_t03,Phase 1 - Claude Sonnet 4.6 - basic - 95% - T0.3,anthropic,claude-sonnet-4-6,0.3,Fes-me una PSBT que envii aproximadament el 95% del saldo actual del wallet a una de les meves adreces,,1,300,mainnet,phase-1|prompt-basic|amt-pct-95|temp-0.3|anthropic|sonnet46|frontier,true
exp_anthropic_sonnet46_privacysimple_pct95_t03,Phase 1 - Claude Sonnet 4.6 - privacy-simple - 95% - T0.3,anthropic,claude-sonnet-4-6,0.3,Fes-me una PSBT que envii aproximadament el 95% del saldo actual del wallet a una de les meves adreces lo mes privada possible,,1,300,mainnet,phase-1|prompt-privacy-simple|amt-pct-95|temp-0.3|anthropic|sonnet46|frontier,true
